KG id,KG name,Sparql endpoint,SPARQL endpoint URL,Availability of RDF dump (metadata),Availability of RDF dump (query),URL for download the dataset,Inactive links,Age of data,Modification date,Percentage of data updated,Time elapsed since last modification,Historical updates,Languages (query),Languages (metadata),Serialization formats,Availability for download (query),Availability for download (metadata),Use HTTPS,Requires authentication,Average length of URIs (subject),Standard deviation lenght URIs (subject),Min length URIs (subject),25th percentile length URIs (subject),Median length URIs (subject),75th percentile length URIs (subject),Max length URIs (subject),Average length of URIs (predicate),Standard deviation lenght URIs (predicate),Min length URIs (predicate),25th percentile length URIs (predicate),Median length URIs (predicate),75th percentile length URIs (predicate),Max length URIs (predicate),Average length of URIs (object),Standard deviation lenght URIs (object),Min length URIs (object),25th percentile length URIs (object),Median length URIs (object),75th percentile length URIs (object),Max length URIs (object),Use RDF structures,License machine redeable (metadata),License machine redeable (query),License human redeable,Minimum latency,25th percentile latency,Median latency,75th percentile latency,Maximum latency,Average latency,Standard deviation of latency,Minimum throughput,25th percentile throughput,Median throughput,75th percentile throughput,Maximum throughput,Average throughput, Standard deviation of throughput, Number of triples (metadata),Number of triples (query),Number of entities,Number of entities counted with regex,Number of property,Dataset update frequency,Degree of connection,Clustering coefficient,Centrality,Number of samAs chains,External links,PageRank,Description,Dataset URL,Is on a trusted provider list,Trust value,Vocabularies,Author (query),Author (metadata),Contributor,Publisher,Sources,Signed, Number of triples,Number of triples linked,Interlinking completeness,New vocabularies defined in the dataset,New terms defined in the dataset,Number of labels/comments present on the data, Percentage of triples with labels,Regex uri,Presence of example,Number of blank nodes,Uses RDF structures,Deprecated classes/properties used,Entities as member of disjoint class,Triples with misplaced property problem,Triples with misplaced class problem,Ontology Hijacking problem,Undefined class used without declaration,Undefined properties used without declaration,Extensional conciseness,Intensional conciseness,Triples with empty annotation problem,Triples with white space in annotation(at the beginning or at the end),Triples with malformed data type literals problem,Functional properties with inconsistent values,Invalid usage of inverse-functional properties,Number of triples updated,Score,Normalized score,Limited,Offline dumps,Url file VoID,Availability VoID file,MinTPNoOff,MeanTPNoOff,MaxTPNoOff,sdTPNoOff,URIs Deferenceability,Verifiability score,Volatility score,Representational-Consistency score,Versatility score,Understandability score
dataturcyl-lod-for-tourists-in-castilla-y-leon-spain,DATATURCYL - LOD for tourists in Castilla y León (Spain),-,http://visualdataweb.infor.uva.es/sparql,-1,-,[],True,-,-,-,-,-,-,{},-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Creative Commons Attribution Share-Alike - cc-by-sa -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,332991,-,-,-,-,-,2,0,"0,001",-,"['Name:dbpedia, value:1992', 'Name:RDFLicense, value:1']","0,00011627164545054539","The aim of this project, called DATATURCYL, is to reuse and redistribute open data provided by the Junta de Castilla y León to enrich and enhance information services about tourism in the community. To provide them with an added value, this project embraces the Linked Open Data philosophy. In our particular case, the information for tourism (bars, restaurants, hotels, etc.) is converted to RDF and enriched with geographic data sources and open knowledge in Dbpedia.",Absent,True,"0,75",-,-,"Name: Javier D. Fernández, Email:jfergar@infor.uva.es",-,-,Web:Absent Name:Daniel Revilla Email:danrevi@gmail.com,-,332991,1993,0.01,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.097,9.717,-,[],,VoID file absent,-,-,-,-,-,0.11,0.0,0.0,0.0,0.25
datos-artium-org,datos-artium-org,-,http://datos.artium.org/sparql,0,-,[],True,-,-,-,-,-,-,{},-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Creative Commons CCZero - cc-zero -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4436657,-,-,-,-,-,13,"0,167","0,007",-,"['Name:marc-codes, value:0', 'Name:bluk-bnb, value:2693', 'Name:open-library, value:0', 'Name:hungarian-national-library-catalog, value:91752', 'Name:geonames, value:0', 'Name:viaf, value:2174', 'Name:lobid-resources, value:0', 'Name:lobid-organisations, value:32', 'Name:freebase, value:11678', 'Name:lcsh, value:0', 'Name:europeana-lod-v1, value:8955', 'Name:dbpedia, value:27127', 'Name:datos-bne-es, value:0']","0,00017303650842628068",Open linked data from the Library and Museum of ARTIUM,http://biblioteca.artium.org,False,"0,75",-,-,False,-,-,Web:http://biblioteca.artium.org Name:Aliada Consortium Email:info@aliada-project.eu,-,4436657,144411,0.03,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.112,11.242,-,"['http://datos.artium.org/datadumps/museum_1446191873722_20151030000001.nt.gz', 'http://datos.artium.org/datadumps/links_1446191901731_20151030000001.nt.gz', 'http://datos.artium.org/datadumps/auth_1446191929685_20151030000001.nt.gz', 'http://datos.artium.org/datadumps/links_1446191974417_20151030000001.nt.gz', 'http://datos.artium.org/datadumps/bib_1446192001737_20151030000001.nt.gz', 'http://datos.artium.org/datadumps/links_1446192090866_20151030000001.nt.gz']",http://biblioteca.artium.org/.well-known/void,VoID file offline,-,-,-,-,-,0.165,0.0,0.0,0.0,0.25
dbpedia-nl,DBpedia in Dutch,Available,http://nl.dbpedia.org/sparql,1,False,['http://nl.dbpedia.org/downloads/nlwiki/'],False,1455,2019-09-01,1.3482037147137843e-06%,1542,"['2019-09-01|1', '2019-11-27|827', '2021-02-05|2']",-,{},-,False,1,False,False,"42,142 (out of 10000 triples considered)","7,306369549920124",31,"38,0","41,0","44,0",180,"41,4102 (out of 10000 triples considered)","5,350208964143363",30,"38,0","41,0","44,0",180,"44,317961165048544 (out of 9999 triples considered)","15,047646583031257",10,"35,0","38,0","46,25",101,True,Creative Commons Attribution Share-Alike - cc-by-sa -,http://creativecommons.org/licenses/by-sa/3.0/,True,"0,112","0,122","0,137","0,138","0,208","0,143","0,034",6,"8,0","8,0","8,0",9,"8,0","0,7745966692414834",79674010,74172767,,-,16710,-,37,"0,089","0,020",6881,"['Name:dbpedia-fr, value:406628', 'Name:openei, value:367', 'Name:world-factbook-fu-berlin, value:280', 'Name:opencyc, value:15016', 'Name:fu-berlin-dailymed, value:329', 'Name:bbc-wildlife-finder, value:237', 'Name:geospecies, value:4273', 'Name:2000-us-census-rdf, value:11769', 'Name:linkedmdb, value:3712', 'Name:musicbrainz, value:5993', 'Name:geonames, value:46025', 'Name:dbpedia-de, value:359909', 'Name:fu-berlin-sider, value:947', 'Name:gutenberg, value:874', 'Name:gadm-geovocab, value:1902', 'Name:dbpedia, value:566737', 'Name:drugbank, value:755', 'Name:nytimes-linked-open-data, value:4829', 'Name:dblp, value:28', 'Name:fu-berlin-diseasome, value:308', 'Name:yago, value:303500', 'Name:italian-public-schools-linkedopendata-it, value:5686', 'Name:freebase, value:415255', 'Name:linkedgeodata, value:47397', 'Name:tcmgenedit_dataset, value:182', 'Name:revyu, value:5', 'Name:dbtune, value:48', 'Name:dbpedia-el, value:40921', 'Name:amsterdam-museum-as-edm-lod, value:180', 'Name:fu-berlin-cordis, value:41', 'Name:umbel, value:112698', 'Name:eunis, value:541', 'Name:dbpedia-pt, value:303833', 'Name:wordnet, value:85486']","0,0018012246166725552","DBpedia is a ""community effort to extract structured information from Wikipedia and to make this information available on the Web. DBpedia allows you to ask sophisticated queries against Wikipedia, and to link other data sets on the Web to Wikipedia data. We hope this will make it easier for the amazing amount of information in Wikipedia to be used in new and interesting ways, and that it might inspire new mechanisms for navigating, linking and improving the encyclopaedia itself."" ",http://nl.dbpedia.org,True,"1,0",-,-,"Name: None, Email:dbpedia-dutch@lists.sourceforge.net",-,-,Web:http://nl.dbpedia.org Name:Dutch DBpedia Team - http://nl.dbpedia.org/ Email:dbpedia-dutch@lists.sourceforge.net,False,74172767,2746691,0.04,-,-,5013233,6.76%,-,True,6,True,1.0,-,1.0,1.0,True,1.0,0.9998754124947233,0.9875 (out of 10000 triples considered),0.9874 (out of 10000 triples considered),"1,0","1,0","1,0","1,0","1,0",1,0.112,11.242,True,[],http://nl.dbpedia.org/.well-known/void,VoID file offline,8,"8,0",9,"0,7745966692414834",0.0,0.165,0.0,0.0,0.0,0.25
deutsche-nationalbibliografie-dnb,Deutsche Nationalbibliografie (DNB),-,,1,-,"['https://data.dnb.de/opendata/dnb-all_lds.rdf.gz', 'https://data.dnb.de/opendata/dnb-all_lds.ttl.gz', 'https://data.dnb.de/opendata/dnb-all_lds.jsonld.gz', 'https://data.dnb.de/opendata/dnb-all_lds.nt.gz', 'https://data.dnb.de/opendata/dnb-all_lds.hdt.gz']",False,-,-,-,-,-,-,absent,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-zero,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,521028069,-,-,-,-,-,11,0,"0,006",-,"['Name:deutsche-nationalbibliografie-dnb, value:24794541', 'Name:dewey_decimal_classification, value:1550034', 'Name:dnb-gemeinsame-normdatei, value:31039088', 'Name:doi, value:2454367']","0,0032014616834967905","The Linked Data Service of the German National Library  (Deutsche Nationalbibliothek, DNB) includes bibliographic data since January 2012. As a first step, the bibliographic data of the DNB’s main collection (apart from the collection  of the Deutsches Exilarchiv) and the serials 
(magazines, newspapers and series of the German Union Catalogue of serials (ZDB)) have been converted. 
For more information see https://www.dnb.de/lds
From January 2014 on, the Linked Data Service of the German National Library (DNB) will issue scheduled releases and will be integrated in the export releases of the other formats. Changes to the conversion and to the data modelling will be made in January, May and September. Changes will be notified in advance via the Linked Data Service mailing list (http://lists.dnb.de/mailman/listinfo/lds). Please subscribe if you are interested in receiving information about future developments in DNB Linked Data Services. In a schedule corresponding to the export releases, updated dumps of the authority and bibliographic data in RDF/XML and Turtle will be available for download in February, June and October. 

**Documentation** of the data model and used vocabularies: [https://d-nb.info/1241844151/34](https://d-nb.info/1241844151/34)",http://www.dnb.de/EN/lds,-,"0,75",-,-,"Name: absent, email: tracy.hoffmann@gmail.com",-,-,Web:http://www.dnb.de/EN/lds Name:Deutsche Nationalbibliothek (German National Library) Email:metadatendienste@dnb.de,-,521028069,59838030,0.11,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.121,12.076,-,[],http://www.dnb.de/EN/lds/.well-known/void,VoID file offline,-,-,-,-,-,0.3316666666666666,0.0,0.0,0.0,0.0
dnb-gemeinsame-normdatei,Gemeinsame Normdatei (GND),-,,0,-,[],True,-,-,-,-,-,-,absent,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-zero,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165639860,-,-,-,-,-,29,"0,099","0,016",-,"['Name:dbpedia, value:80395', 'Name:stw-thesaurus-for-economics, value:15655', 'Name:viaf, value:8733934', 'Name:geonames-semantic-web, value:60178']","0,007671808591478517","GND stands for ""Gemeinsame Normdatei"" (Integrated Authority File) and offers a broad range of elements to describe authorities. The GND originates from the German library community and aims to solve the name ambiguity problem in the library world. Corresponding data is usually expressed in a customized MARC 21 Authority Format (GND MARC Format) which is quite domain specific and is not used beyond the library and publisher world. The GND ontology tries to bridge this gap by providing a format specification for the usage in the semantic web.

The need for name disambiguity and entries having an authoritative character is an issue that concerns a lot more communities than the library world. In a growing information society the unique identification and linking of persons, places and other authorities becomes more and more important. The GND Ontology aims to transfer the made experience from libraries to the web community by providing a vocabulary for the description of differentiated and undifferentiated persons, conferences or events, corporate bodies, places or geographic names, subject headings, and works.

To ensure compatibility aspects the GND ontology aligns a number of already established vocabularies like the FOAF vocabulary.

The GND is a young specification that probably will underlie certain smaller changes. However, the currently defined classes and properties have a status of stability. But we also expect the introduction of additional elements caused by newly upcoming requirements within the community. From January 2014 on, the Linked Data Service of the German National Library (DNB) will issue scheduled releases and will be integrated in the export releases of the other formats. Changes to the conversion and to the data modelling will be made in January, May and September. Changes will be notified in advance via the Linked Data Service mailing list (http://lists.dnb.de/mailman/listinfo/lds) and the Integrated
Authority File GND Ontology mailing list (http://lists.dnb.de/mailman/listinfo/gnd-ontology). Please subscribe if you are interested in receiving information about future developments in DNB Linked Data Services.
In a schedule corresponding to the export releases, updated dumps of the authority and bibliographic data in RDF/XML and Turtle will be available for download in February, June and October.

The authors welcome comments on this document, preferably via the public GND ontology list; public archives are available. 

The Integrated Authority File

The ""Gemeinsame Normdatei"" (GND, Integrated Authority File) brings together the content of the former Corporate Body Authority File GKD (Gemeinsame Körperschaftsdatei), the Name Authority File PND (Personennamendatei), the Subject Headings Authority File SWD (Schlagwortnormdatei) and the Uniform Title File of the Deutsches Musikarchiv EST file (Einheitssachtitel-Datei ) to form an integrated authority file.

The target has therefore been reached of setting up an authority file which covers all types of entities and which serves as a common, authoritative reference system for libraries' bibliographic data and for the cataloging data of other authority file users such as archives, museums, projects, scientific and cultural institutions. All library networks in the German-speaking countries and the German Union Catalogue of Serials (ZDB) are involved in the GND project alongside the German National Library.

The GND should consign to the past problems arising from different formats, parallel storage of data records and different rules for descriptive and subject cataloging.

The objective of the GND is to form a modern, web-compatible authority file which is capable of networking the wide range of resources and information held by libraries and other cultural institutions in the German-speaking countries and making these accessible to users. To approach a web-compatible authority file we also provide the GND as linked data. Therefore we developed an independent GND specific vocabulary (GND Ontology) that almost completely covers the offered GND concepts provided in MARC 21. ",https://www.dnb.de/lds,-,"0,75",-,-,"Name: absent, email: tracy.hoffmann@gmail.com",-,-,Web:https://www.dnb.de/lds Name:Deutsche Nationalbibliothek and German Library Networks Email:metadatendienste@dnb.de,-,165639860,8890162,0.05,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.121,12.078,-,"['https://data.dnb.de/opendata/authorities-geografikum_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-geografikum_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-geografikum_lds.ttl.gz', 'https://data.dnb.de/opendata/authorities-koerperschaft_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-koerperschaft_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-koerperschaft_lds.ttl.gz', 'https://data.dnb.de/opendata/authorities-kongress_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-kongress_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-person_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-person_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-person_lds.ttl.gz', 'https://data.dnb.de/opendata/authorities-sachbegriff_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-sachbegriff_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-sachbegriff_lds.ttl.gz', 'https://data.dnb.de/opendata/authorities-werk_lds.jsonld.gz', 'https://data.dnb.de/opendata/authorities-werk_lds.rdf.gz', 'https://data.dnb.de/opendata/authorities-werk_lds.ttl.gz', 'https://data.dnb.de/opendata/authorities_lds.nt.gz', 'https://data.dnb.de/opendata/authorities_lds.nt.gz', 'https://data.dnb.de/opendata/authorities_lds.hdt.gz', 'https://data.dnb.de/opendata/authorities_lds.hdt.gz']",https://www.dnb.de/lds/.well-known/void,VoID file offline,-,-,-,-,-,0.3316666666666666,0.0,0.0,0.0,0.25
englishheritage_places,English Heritage Places,-,http://api.kasabi.com/dataset/english-heritage/apis/sparql,-1,-,[],True,-,-,-,-,-,-,{},-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Creative Commons CCZero - cc-zero -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,[],{},,-,[],None,"This dataset contains metadata for about 400,000 nationally important places as recorded by English Heritage, the UK Government's statutory adviser on the historic environment.

This dataset covers features located in England and is divided into various types:

Listed Buildings – buildings of special architectural or historic interest
Scheduled Monuments – nationally important sites and monuments from all periods of history
Registered Parks & Gardens – landscapes and naturally occuring features of national importance
Historic Battlefields – sites of important battles in English history
Protected Wreck Sites – sites of shipwrecks of national importance",http://kasabi.com/dataset/english-heritage,-,"0,75",-,-,False,-,-,Web:http://kasabi.com/dataset/english-heritage Name:Absent Email:Absent,-,0,0,0.0,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.042,4.167,-,[],http://kasabi.com/dataset/english-heritage/.well-known/void,VoID file offline,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0
europeana-lod-v1,Europeana Linked Open Data V1.0,-,,1,-,"['http://data.europeana.eu/download/1.1/datasets/nt/92039_Ag_EU_TEL_a0005_Portugal.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/09405g_Ag_UK_ELocal_TWAM-JL.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/08601_Ag_EU_EFG_DFI.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/08603_Ag_EU_EFG_FilmArchiv.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/09405e_Ag_UK_ELocal_TWAM-CS.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/09405f_Ag_UK_ELocal_TWAM-MN.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/09405h_Ag_UK_ELocal_TWAM-DB.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/09405i_Ag_UK_ELocal_TWAM-AOL.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/09405j_Ag_UK_ELocal_TWAM-GF.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/09405p_Ag_UK_ELocal_TyneWearImagine.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/91622_Ag_SE_SwedishNationalHeritage_raa_kmb.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/91611_Ag_SE_SwedishNationalHeritage_fornvannen.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/92060_Ag_EU_TEL_a0478_Austria.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/92040_Ag_EU_TEL_a0155_Serbia.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/92003_Ag_EU_TEL_a0078_TEL_NKP_kramerius.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/92038_Ag_EU_TEL_a0327_Luxemburg.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/92019_Ag_EU_TEL_a0425E.nt.bz2', 'http://data.europeana.eu/download/1.0/datasets/nt/92022_Ag_EU_TEL_a0430E.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/92037_Ag_EU_TEL_a0444_BritishLibrary.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/09407a_Ag_ES_ELocal_esegen.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/09414b_Ag_NO_ELocal_Foto-SF.nt.bz2', 'http://data.europeana.eu/download/1.1/datasets/nt/09421a_Ag_BE_Elocal_Bokrijk.nt.bz2', 'http://data.europeana.eu/download/1.1/europeana_lod_1.1.nt.bz2']",True,-,-,-,-,-,-,{},-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Creative Commons CCZero - cc-zero -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117000000,-,-,-,-,-,7,"0,286","0,004",-,"['Name:gemet, value:863247', 'Name:swedish-open-cultural-heritage, value:100489', 'Name:geonames-semantic-web, value:1650634', 'Name:dbpedia, value:1304']","0,001198527827182178","[data.europeana.eu](http://data.europeana.eu)</a> started as an experimental pilot  in February 2012 with a small number of data providers who committed at an early stage to Europeana's initiative of promoting more open data and new data exchange agreements.

The current version of data.europeana.eu contains all the data available on the [Europeana Portal](www.europeana.eu/). Check the description of the data at [http://datahub.io/dataset/europeana-lod](http://datahub.io/dataset/europeana-lod)

The first version of data.europeana.eu as used in the W3C Library Linked Data  group contained [open](http://creativecommons.org/publicdomain/zero/1.0/) metadata on 2.4 million texts, images, videos and sounds gathered by Europeana. These collections came from 8 direct Europeana providers encompassing over 200 cultural institutions from 15 countries. They cover a great variety of heritage objects, such as this [slovenian version of O Sole Mio](http://data.europeana.eu/item/92056/BD9D5C6C6B02248F187238E9D7CC09EAF17BEA59) from the National Library of Slovenia, or Neil Robson's [memories of the herring business](http://data.europeana.eu/item/09405f/533F9A826CB038D02C05A9814CF97E5D1B49BBEE) from the Tyne and Wear Archives & Museums. 
Here is an example URI to get started with:
http://data.europeana.eu/item/92037/25F9104787668C4B5148BE8E5AB8DBEF5BE5FE03

The project has been described in a [paper](http://dcevents.dublincore.org/index.php/IntConf/dc-2011/paper/view/55) presented at the Dublin Core 2011 conference.
",http://data.europeana.eu/,False,"0,75",-,-,False,-,-,Web:http://data.europeana.eu/ Name:Bernhard Haslhofer and Antoine Isaac Email:bernhard.haslhofer@cornell.edu; aisaac@few.vu.nl,-,117000000,2615674,0.02,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,9.992,-,[],http://data.europeana.eu/void.ttl,VoID file offline,-,-,-,-,-,0.165,0.0,0.0,0.0,0.0
getty-aat,Art & Architecture Thesaurus,-,http://vocab.getty.edu/sparql,0,absent,[],True,2023-11-01,2023-11-01,-,-,-,-,{},-,absent,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Open Data Commons Attribution License - odc-by -,absent,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,information abaout entities absent,-,-,-,15,"0,038","0,008",-,"['Name:lcsh, value:335']","0,00048771734095254585","The Art & Architecture Thesaurus® (AAT) is a structured, multilingual vocabulary including terms, descriptions, and other information for generic concepts related to art, architecture, and other cultural heritage, and conservation. For decades now, the AAT as been used as a primary reference by museums, art libraries, archives, visual resource catalogers, conservation specialists, archaeological projects, bibliographic projects, researchers, and information specialists who are dealing with the needs of these users. Like all of the Getty Vocabularies, the AAT is compliant with international standards and grows through contribution. 

** Openness **
AAT data is released under Open Data Commons Attribution License. Adherence to ODC Attribution instructions for the correct assertion of attribution is encouraged. The preferred form of attribution for AAT is:

""*This [title or report or article or dataset] contains information from the Art & Architecture Thesaurus® (AAT) which is made available under the ODC Attribution License.*""

Special Case: In circumstances where providing the full attribution statement above is not technically feasible, the use of canonical AAT URIs is adequate to satisfy Section 4.3 of the ODC Attribution License.",Absent,False,"0,5",-,-,"Name: ""Joan Cobb"", Email:jcobb@getty.edu",-,-,"Web:Absent Name:""The Getty Research Institute"" Email:VocabLOD@getty.edu",-,0,335,0.0,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.108,10.825,-,"['http://vocab.getty.edu/dataset/aat/full.zip', 'http://vocab.getty.edu/dataset/aat/explicit.zip']",http://vocab.getty.edu/.well-known/void,VoID file available,-,-,-,-,-,0.3316666666666666,0.0,0.0,0.0,0.0
googleart-wrapper,GoogleArt wrapper,-,,0,-,[],True,-,-,-,-,-,-,{},-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other (Open) - other-open -,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37717,-,-,-,-,-,1,0,"0,001",-,"['Name:dbpedia, value:1632']","8,156025867195645e-05","The GoogleArtProject is a place to explore museums from around the world, seeing and learning about the artwork they contain. It is a cool service, offering very high res images of the paintings, but not providing a machine-friendly access to the data shown. This server provides a wrapper around the HTML page for paintings and museums. It exposes part of the information using FOAF and Dublin Core ontologies and links the resource to DBpedia",http://linkeddata.few.vu.nl/googleart/,False,"0,75",-,-,"Name: Christophe Guéret, Email:c.d.m.gueret@vu.nl",-,-,Web:http://linkeddata.few.vu.nl/googleart/ Name:Christophe Guéret Email:c.d.m.gueret@vu.nl,-,37717,1632,0.04,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.075,7.492,-,['https://github.com/downloads/cgueret/GoogleArt-wrapper/gartwrapper.nq.gz'],http://linkeddata.few.vu.nl/googleart//.well-known/void,VoID file offline,-,-,-,-,-,0.165,0.0,0.0,0.0,0.25
greekchildrensartmuseum,Greek Children Art  Museum dataset,-,http://ct-linkdata.aegean.gr/gcam/sparql,1,-,"['https://www.childrensartmuseum.gr/LD-project/example.ttl', 'https://www.childrensartmuseum.gr/LD-project/children_artworks.ttl', 'https://www.childrensartmuseum.gr/LD-project/children_artworks.rdf']",True,-,-,-,-,-,-,absent,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-by,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2211,-,-,-,-,-,2,0,"0,001",-,"['Name:wikidata, value:151', 'Name:dbpedia, value:489']","8,138513424499626e-05","The ""LD-project"" deals with the creation of cultural Open Linked Data (LOD), based on the artifacts of Greek Children Art Museum, in Greece, Athens. It was created in the frame of Master Thesis of MSc. students, Marini Efstathia and Chondrogianni Maria, in Cultural Informatics postgraduate program at the Department of Cultural Technology and Communication of the University of the Aegean.

Links to published datasets : 
Wikidata: 151 links,
DBpedia: 489 links,
WikiArt: 17 links,
MoMA: 2 links,
Others (Wikimedia Commons, Benaki Museum, SearchCulture.org, etc.) with 1 link each: 15 links,
Total 674,

DCAT Description: https://www.childrensartmuseum.gr/LD-project/",https://www.childrensartmuseum.gr/LD-project/,-,"0,75",-,-,"Name: absent, email: kotis.kostas@gmail.com",-,-,Web:https://www.childrensartmuseum.gr/LD-project/ Name:Sotiris Angelis Email:sotiris@aegean.gr,-,2211,640,0.29,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.108,10.825,-,[],https://www.childrensartmuseum.gr/LD-project//.well-known/void,VoID file offline,-,-,-,-,-,0.3316666666666666,0.0,0.0,0.0,0.0
https://www.childrensartmuseum.gr/LD-project/,,-,,-1,-,[],False,-,-,-,-,-,-,absent,-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,[],{},,-,[],None,False,absent,-,"0,0",-,-,False,-,-,Web:absent Name:absent Email:absent,-,0,0,0.0,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.37,-,[],,VoID file absent,-,-,-,-,-,,,,,
