Question_ID	Request	Expected_Response	Actual_Response	Voter 1	Voter 2	Voter 3	Comment	FINAL						
E&D_1	Why is the availability score equals to 1 for the DBLP dataset?	Because all the metrics in the availability dimension can be correctly computed	The availability score is equal to 1 for the DBLP dataset because it has a high availability score due to its good performance in several availability metrics, such as having a working SPARQL endpoint, being available for download as an RDF dump, and having a high percentage of triples with labels.	0	0.5	0,5		0,5						
E&D_1	Why does the DBLP dataset have an availability score of 1?	Because all the metrics in the availability dimension can be correctly computed	The DBLP dataset has an availability score of 1 because it meets all the criteria for availability, including having a working SPARQL endpoint, being downloadable as an RDF dump, and having metadata available.	0,5	0.5	1		0,5						
E&D_2	Does a score of amount of data equals to 0 mean that the dataset is empty?	No, it means that the amount of data cannot be computed via the SPARQL endpoint and it is not declared in the metadata.	No, a score of amount of data equals to 0 does not necessarily mean that the dataset is empty. It means that the dataset has failed to meet certain criteria or thresholds set by the evaluation metric, such as having a minimum number of triples or entities.	0	0	0		0						
E&D_2	If the amount-of-data score is 0, does that mean the dataset contains no data?	No, it means that the amount of data cannot be computed via the SPARQL endpoint and it is not declared in the metadata.	No, it doesn't necessarily mean that the dataset contains no data. The amount-of-data score is a metric that evaluates the quantity of data in a dataset, but a score of 0 could indicate other issues, such as:  * The dataset is not accessible or not properly configured. * The metrics used to calculate the amount-of-data score are not applicable or not relevant to this specific dataset. * There is an error in the calculation or measurement process.  It's also possible that the dataset does contain some data, but the amount is very small or insignificant, leading to a score of 0.  To determine if a dataset contains no data, you would need to investigate further, such as checking the dataset's documentation, exploring the data itself, or contacting the dataset's maintainers.	0,5	0,5	1		1						
E&D_3	When the availability score is 1, does it mean that both the SPARQL endpoint and the data dump are working?	Yes	Yes, when the availability score is 1, it means that both the SPARQL endpoint and the data dump are working.	1	1	1		1						
E&D_3	if the availability score is 1, does that mean both the SPARQL endpoint and the data dump are up?	Yes	According to the provided text, the "Availability score" is a dimension that measures the availability of a dataset, and it is computed as a linear combination of individual availability metrics scores.  However, the text does not explicitly state that an availability score of 1 means both the SPARQL endpoint and the data dump are up. It only mentions that the score ranges from 0 to 1, with 1 being the best value.  To determine what an availability score of 1 means, we need to look at the individual metrics that contribute to this score. For example, the "Availability of RDF dump (query)" metric checks if an RDF dump is provided and can be downloaded, and the "Sparql endpoint" metric checks if the SPARQL endpoint is online.  If both these metrics have a value of True (or 1), then it's likely that the availability score would be 1, indicating that both the SPARQL endpoint and the data dump are available. However, without more information about how the availability score is calculated, we cannot be certain.  It's also worth noting that the text mentions other metrics, such as "Availability of RDF dump (metadata)" and "SPARQL endpoint URL", which may also contribute to the availability score. Therefore, an availability score of 1 could potentially mean that some, but not all, of these metrics are met.  	0	0	0		0						
E&D_4	if license is set to 1, does it mean that an open license is used?	No, it means that a license is specified	The presence of a license (indicated by a value of 1) does not necessarily imply that an open license is used. It only means that a license has been detected in the VoID description or in the dataset itself.  To determine if an open license is used, you would need to examine the specific license that is being used, which is indicated by the measure value (e.g., "http://www.opendefinition.org/licenses/cc-by-sa").	1	1	1		1						
E&D_4	If license is set to 1, does it mean that an open license is used?	No, it means that a license is specified	Yes, if the license is set to 1, it means that an open license is used.	0	0	0		0						
E&D_5	If verifiability is set to 1, does it mean that all information about providers are set?	Yes	No, it doesn't necessarily mean that all information about providers is set. The verifiability score is a measure of how well the data can be verified, but it doesn't guarantee that all information about providers is present.  In this case, the verifiability score is 1, but the "Is on a trusted provider list" metric is still False, indicating that the provider is not on a trusted list. This suggests that while the data may be verifiable, there may still be some issues with the provider's credibility or trustworthiness.	0	0	0		0						
E&D_5	If the verifiability score is 1, does it mean that all provider information is available?	Yes	Yes, if the verifiability score is 1, it means that all provider information is available.	1	1	1		1						
														
														
														
														
														
Total	Total (A1)	Total (A2)	IR (All)	IR (A1)	IR (A2)	TA (All)	TA (A1)	TA (A2)	Co (All)	Co (A1)	Co (A2)	E&D (All)	E&D (A1)	E&D (A2)
0,45	0,425	0,475	0,6	0,6	0,6	0,3	0,2	0,4	0,4	0,4	0,4	0,5	0,5	0,5
